Composite Element REF,Gene_Symbol,Chromosome,Genomic_Coordinate
cg24407065,BLZF1;NME7,1,169335802
cg24407308,DGKZ,11,46354997
cg24408199,EIF2B5,3,183852724
cg24408313,,18,60988465
cg24408511,C12orf51,12,112711543
cg24408817,CCNL1,3,156878512
cg24409107,GALE,1,24127262
cg24411312,ST14,11,130028844
cg24414089,MRC2,17,60705329
cg24414383,KRTAP1-1,17,39198944
cg24415468,ZNF711,X,84499079
cg24417499,HPCA,1,33351653
cg24420778,PRDX6,1,173445979
cg24421410,HLA-DMA,6,32920220
cg24422489,FCGR2A,1,161474976
cg24423088,KRTAP8-1,21,32185365
cg24424381,WDR93;PEX11A,15,90233857
cg24426405,AGR2,7,16844852
cg24427660,PNPLA2,11,818892
cg24428042,ECHDC3,10,11784408
cg24428760,RALY,20,32582025
cg24428913,WAS,X,48541432
cg24429836,LDHD,16,75150744
cg24430616,,8,23320416
cg24432073,CDKL2,4,76555634
cg24432916,SOX3,X,139587479
cg24433189,SSTR5;LOC146336,16,1128689
cg24434118,TP53INP1,8,95961556
cg24435704,PARP12,7,139763773
cg24438217,PDS5A,4,39980114
cg24438655,KPNB1,17,45727598
cg24441911,RBP5,12,7280988
cg24442290,C20orf111,20,42838850
cg24443136,ATP2B3,X,152801587
cg24443250,TNFSF8,9,117693010
cg24443885,ZNF227,19,44716952
cg24443925,NCOR1,17,16118806
cg24444408,KLHDC4,16,87799134
cg24445405,MIS12,17,5391238
cg24446548,TWIST1,7,19157263
cg24447042,SMARCA1,X,128657893
cg24447890,LMAN1L,15,75105144
cg24448231,SNORD12B;C20orf199;MIR1259;SNORD12C;ZNFX1,20,47895529
cg24448259,CPVL,7,29186110
cg24449371,CIB2,15,78424141
cg24450157,DHX16,6,30640543
cg24450312,RASSF5,1,206681158
cg24450631,IGF2BP2,3,185542709
cg24453353,HIST1H4C,6,26104185
cg24453664,CD59,11,33758413
cg24454143,FLT3,13,28675265
cg24454435,NAA50,3,113464350
cg24454579,BIRC8,19,53794794
cg24456340,ABI3;GNGT2,17,47286483
cg24457403,KRT16,17,39770337
cg24457521,ATP5E,20,57607420
cg24459023,MED26,19,16739945
cg24459209,PRG3,11,57148215
cg24459563,CACNG1,17,65040609
cg24461814,KRT84,12,52779281
cg24467291,CLIP1,12,122907814
cg24468890,HDAC1,1,32757294
cg24469114,SNHG3-RCC1;SNHG3,1,28832988
cg24469803,POLR3A,10,79789416
cg24469977,PLXNA4,7,132333391
cg24471268,SPSB2,12,6982806
cg24471555,FAM160B2,8,21946112
cg24471867,MLL4;ZBTB32,19,36207871
cg24471894,KIAA0020,9,2838508
cg24473385,ZNHIT3,17,34842439
cg24473633,DENND3,8,142138319
cg24474182,MED12L;P2RY13,3,151047307
cg24474998,GDE1,16,19533603
cg24475171,C9orf78;USP20,9,132598886
cg24476569,ABCC4,13,95954382
cg24477567,EPOR,19,11495295
cg24478145,SCFD1,14,31090880
cg24478387,SUMF2,7,56131848
cg24478630,MOGS,2,74692696
cg24480194,GGA1,22,38004444
cg24480859,SLC2A5,1,9129791
cg24481633,DOCK4;ZNF277,7,111846146
cg24482053,MLH3,14,75518003
cg24482234,GDF1;LASS1,19,19006439
cg24484103,VRK3;ZNF473,19,50528836
cg24484296,ZNF320,19,53395225
cg24485466,KIF14,1,200589999
cg24488435,SMUG1,12,54583029
cg24489015,LPO,17,56316162
cg24489237,PBX1,1,164529170
cg24490338,TPM3,1,154164054
cg24490859,MAGEF1,3,184429760
cg24492022,RPS15A,16,18802110
cg24493940,MMP17,12,132313678
cg24494008,IFT80;SMC4,3,160116838
cg24494556,ZNF33B,10,43134100
cg24495017,PITX1,5,134370530
cg24496423,SRPK3,X,153046480
cg24496666,GIPC2,1,78511979
cg24497270,SLC25A39,17,42401753
cg24497819,SELPLG,12,109027683
cg24497877,PUSL1;ACAP3,1,1244060
cg24498554,CSH1,17,61974237
cg24499411,TNS3,7,47580247
cg24499839,TSNAX-DISC1;DISC1,1,231762238
cg24500683,PTP4A1,6,64281771
cg24502084,ROBLD3;UBQLN4,1,156024674
cg24504986,ZNF346,5,176449842
cg24505122,WNT5B,12,1726292
cg24505341,CADPS,3,62861544
cg24505527,NKIRAS2;DNAJC7,17,40168900
cg24506604,KRT80,12,52579502
cg24507762,KCNB1,20,48099890
cg24509668,SSPN,12,26348529
cg24511534,RP2,X,46696351
cg24511869,RELB,19,45505543
cg24512303,HNF4G,8,76452152
cg24512400,KLK10,19,51522561
cg24512973,MUC1,1,155161784
cg24513045,RGS19;OPRL1,20,62711519
cg24514921,VPS54,2,64246311
cg24515202,TTC9C;HNRNPUL2,11,62495977
cg24516061,RGS19;OPRL1,20,62710773
cg24516901,FAM124B,2,225266801
cg24517042,CAV3,3,8774409
cg24517609,SSR3,3,156272814
cg24520070,C14orf48,14,94462337
cg24520800,CAGE1;RIOK1,6,7389821
cg24522076,FOXO4,X,70316254
cg24523000,GABRA1,5,161273839
cg24523456,HLCS,21,38363160
cg24523758,UBE2E3,2,181845005
cg24524435,UCKL1AS;UCKL1;ZNF512B,20,62588125
cg24525573,C1orf64,1,16330784
cg24526899,BMP4,14,54424149
cg24527001,NDUFB1;CPSF2,14,92588234
cg24528447,NR2F1,5,92918517
cg24528523,SLC22A18AS;SLC22A18,11,2923808
cg24529858,F11,4,187186949
cg24530795,FAM109A,12,111807189
cg24532476,CHFR,12,133424566
cg24532669,BRMS1,11,66112147
cg24535573,TMEM51;C1orf126,1,15478961
cg24541550,MRVI1,11,10715360
cg24543400,TRIB2,2,12857652
cg24545967,SH2D3C,9,130540941
cg24546463,SNX31,8,101662053
cg24546942,SERPINB4,18,61310626
cg24547948,ADPRHL2,1,36554901
cg24549085,RTEL1,20,62289802
cg24549507,C6orf145,6,3752754
cg24552431,ATAD1;CFLP1,10,89577906
cg24555600,DHRS4;C14orf167,14,24422956
cg24555656,TAF6;CNPY4,7,99717359
cg24556026,GNE,9,36258971
cg24558204,HBS1L,6,135376177
cg24560809,PROM2,2,95939339
cg24562819,THBD,20,23029806
cg24568646,CCT8,21,30446238
cg24573310,CISD1,10,60029455
cg24573501,F2RL1,5,76114373
cg24574111,LPAR3,1,85331084
cg24576270,CUGBP1,11,47574547
cg24576425,GALNT5,2,158114404
cg24576735,MARVELD1,10,99473759
cg24577137,C1orf27;TPR;MIR548F1,1,186344558
cg24579667,,2,157280411
cg24579896,C14orf33;KTN1,14,56047964
cg24580001,CCDC88B,11,64106532
cg24580056,MGMT,10,131321587
cg24580185,WDSUB1,2,160143534
cg24580526,CDK2AP1,12,123756739
cg24580782,NR0B2,1,27240365
cg24582500,GLRX3,10,131934763
cg24585690,IL9,5,135231514
cg24587268,OSBPL2,20,60813121
cg24588599,GPN3;C12orf24,12,110906317
cg24592207,TOMM40L,1,161195816
cg24592364,ANKH,5,14871736
cg24593475,SNAI2,8,49833956
cg24594997,RBP1,3,139258166
cg24595957,PARP2;RPPH1,14,20811627
cg24596472,TOP1MT,8,144417263
cg24596576,FANCD2;CIDECP,3,10067780
cg24599942,GINS4,8,41386345
cg24602243,TRIO,5,14144425
cg24603941,MIA2,14,39703302
cg24605304,KCNA5,12,5152766
cg24606773,RAB21,12,72148487
cg24607398,EPM2AIP1;MLH1,3,37033625
cg24607535,CDH26,20,58533495
cg24608308,RAPGEF3,12,48152844
cg24611631,SLC1A1,9,4490288
cg24612198,CD3E,11,118175631
cg24612772,EXT2,11,44117021
cg24613957,PLA2G2E,1,20250684
cg24615044,TMUB2;C17orf65,17,42264691
cg24615251,CCL13,17,32683481
cg24616461,PRR11;SKA2,17,57233115
cg24616736,HDAC6,X,48659713
cg24618244,INPP5F,10,121485763
cg24618716,PTMA,2,232573223
cg24619694,TAGLN,11,117070485
cg24620905,MTMR11,1,149908781
cg24621042,SERPINA1,14,94857275
cg24621354,TES,7,115850382
cg24623271,ZIC2,13,100635002
cg24623694,PRX,19,40919760
cg24624841,RPS9,19,54704151
cg24625128,JAM3,11,133939064
cg24625388,NEBL,10,21463858
cg24626923,PROKR1,2,68873205
cg24628744,H2AFY,5,134735654
cg24631950,UBE2D1,10,60094625
cg24633242,AKTIP,16,53537307
cg24633648,TC2N,14,92302448
cg24635866,CCT2,12,69979163
cg24636657,SERPINA7,X,105280886
cg24638647,TMEM101,17,42092247
cg24641352,ZFP41,8,144328078
cg24641737,DENND2D,1,111743271
cg24642468,C16orf78,16,49407997
cg24642516,FICD,12,108908742
cg24642523,HSPA2,14,65009265
cg24642820,NUP210,3,13462465
cg24643262,BMX,X,15518862
cg24645221,PENK,8,57358928
cg24646414,GATA4,8,11565725
cg24646513,MTERFD3,12,107380499
cg24648061,COG5;GPR22,7,107114615
cg24648715,TCEAL3,X,102863004
cg24649346,CBX6,22,39268751
cg24649641,PGAP3;ERBB2,17,37844119
cg24649713,C1orf86;LOC100128003,1,2125979
cg24650229,C3orf30;IGSF11,3,118864825
cg24650353,HIP1,7,75368337
cg24650394,PLEKHH2,2,43863435
cg24650501,LMX1A,1,165324990
cg24651706,CHCHD5,2,113341872
cg24652271,JAG1,20,10654705
cg24652919,HCFC1R1;THOC6,16,3073191
cg24653181,RHCG,15,90039582
cg24653967,PRR4;PRH1,12,11037084
cg24654547,DUS2L;DDX28,16,68057165
cg24655310,CYP4F11,19,16045119
cg24659201,GPR39,2,133173718
cg24660086,RGR,10,86005121
cg24661752,AP2M1,3,183891928
cg24662718,VAV3,1,108507468
cg24662961,IRX3,16,54320670
cg24664861,SPAG16,2,214149200
cg24664957,VPS37B,12,123381003
cg24668150,ANKRD26,10,27389076
cg24670151,GGA3;MRPS7,17,73256558
cg24670715,ANGPT2;MCPH1,8,6420506
cg24673765,HSPB6;C19orf55,19,36247869
cg24674220,GMEB2,20,62251901
cg24674703,CD5,11,60869960
cg24675098,SPEF2,5,35617879
cg24677780,SEC1;CA11,19,49149055
cg24678320,ZNF792,19,35451371
cg24678429,PTPRE,10,129705785
cg24679082,ETV4,17,41623840
cg24680602,ZNF232,17,5026393
cg24680924,EPHB6,7,142552940
cg24682149,LSM12,17,42143817
cg24683061,PAIP2,5,138677846
cg24685926,MDP1,14,24685281
cg24686224,FARSB,2,223520411
cg24686358,COL9A2,1,40782785
cg24686542,SSX2IP,1,85155606
cg24687051,KCNQ5,6,73332073
cg24687335,SLC37A4,11,118901407
cg24687764,C16orf46,16,81111074
cg24688248,CD276,15,73976389
cg24690731,SOX7,8,10589093
cg24691255,SERPINB2,18,61553966
cg24691453,S100A4,1,153518384
cg24691461,C20orf160,20,30598501
cg24691578,CRY2,11,45869488
cg24692716,C6orf192,6,133119484
cg24693053,MFSD7,4,682834
cg24693368,KCNJ3,2,155554844
cg24693620,RAB5B,12,56367689
cg24693909,RG9MTD2;MTTP,4,100484573
cg24694549,GRIP1,12,67072769
cg24695828,ZNF566,19,36980257
cg24697184,TTC22,1,55266578
cg24697329,ARHGEF4,2,131674376
cg24697682,SLC25A4,4,186064225
cg24698622,PPP2CB,8,30670597
cg24703717,HLA-F,6,29691168
cg24705286,JMJD5,16,27215306
cg24709471,CRABP1,15,78633202
cg24710073,TBP,6,170864351
cg24710886,PUM1,1,31538937
cg24711626,KIAA1012,18,29522957
cg24712395,CAPN12,19,39234666
cg24713080,NDUFS8,11,67797684
cg24713204,ZNF471,19,57019373
cg24714666,TRAPPC2;OFD1,X,13752442
cg24715106,AQP11,11,77301139
cg24715245,UCHL1,4,41258794
cg24715735,HPN,19,35531403
cg24719575,REST,4,57773768
cg24719601,PHOX2B,4,41750466
cg24719984,PPFIA2,12,82153464
cg24723331,ST8SIA1,12,22487219
cg24724583,PLXDC1,17,37307313
cg24727182,AGXT2L1,4,109684250
cg24727203,PPP1R3B,8,9007933
cg24727568,PCBP1,2,70315011
cg24728447,PHKB;ITFG1,16,47495541
cg24730207,PTGES2;LOC389791,9,130891743
cg24731756,ILK;RRP8,11,6625293
cg24733384,FAM177A1,14,35516283
cg24734575,SLC7A9,19,33360626
cg24735489,CDSN;PSORS1C1,6,31088352
cg24735937,CLTB,5,175843923
cg24736099,PLCB4,20,9077730
cg24737900,FDXR,17,72869117
cg24738006,PSMA7;SS18L1,20,60717729
cg24739326,CHST8,19,34175354
cg24743283,GNA12,7,2884365
cg24743310,SLC47A2,17,19619905
cg24744425,RABIF,1,202858153
cg24745738,EDNRB,13,78493958
cg24747122,GNA13,17,63053929
cg24747396,PHF7;BAP1,3,52445239
cg24748786,SLC4A4,4,72203501
cg24748945,MAP2K2,19,4123852
cg24749970,TRAK2;STRADB,2,202315857
cg24750391,PON3,7,95026211
cg24751129,GNMT,6,42928920
cg24754277,DAPK1,9,90114156
cg24758027,PKIB;SERINC1,6,122793162
cg24759821,PAH,12,103311462
cg24762359,ATP12A,13,25254447
cg24762437,ZZZ3,1,78148604
cg24765005,BEX2,X,102565608
cg24765079,CDH1,16,68772430
cg24765446,WFDC6,20,44167974
cg24767315,CAPN10,2,241525811
cg24768561,AGAP1,2,236401800
cg24769045,TIPRL,1,168148299
cg24770649,KIAA1539,9,35115882
cg24770850,PLXND1,3,129325130
cg24774956,SH3KBP1,X,19907122
cg24776019,SETD2,3,47164921
cg24776407,MYEOV,11,69061634
cg24777065,FBLN5,14,92413917
cg24777710,C7orf54;SND1,7,127636733
cg24777762,RELT,11,73087230
cg24777950,CTSG,14,25046121
cg24778383,CD70,19,6590895
cg24779015,MARS,12,57881050
cg24779040,TSPYL2,X,53111607
cg24781100,MYBPC1,12,101988099
cg24783979,05-Sep,22,19702104
cg24789424,BDH1,3,197300143
cg24791546,DDX23,12,49245534
cg24792272,MCM4;PRKDC,8,48873190
cg24792360,FUCA1,1,24195143
cg24792749,ANKRD27;RGS9BP,19,33166123
cg24793265,CARD9,9,139269240
cg24793470,GOSR1,17,28804679
cg24793903,SCRN2,17,45918221
cg24794433,DAB2IP,9,124462172
cg24794531,TRPC1,3,142443837
cg24794734,AGL,1,100316114
cg24794758,LENG1,19,54663461
cg24794992,OTOA,16,21689897
cg24796403,FHIT,3,61237172
cg24797830,COPS6,7,99686956
cg24797967,FLJ39739,1,147932055
cg24798047,GOLT1A,1,204183655
cg24800810,RGS7,1,241520926
cg24800887,FANCA,16,89883988
cg24801210,PCNP,3,101293432
cg24805239,DFNA5,7,24797486
cg24807354,S1PR5,19,10629035
cg24808674,RNF11,1,51702659
cg24809640,MED4,13,48669450
cg24809768,RARS,5,167914047
cg24812103,PABPC1,8,101735630
cg24812167,SNAPC4,9,139293358
cg24812523,AKAP6,14,32798762
cg24813163,FLJ30058,X,130192301
cg24813212,TEKT2,1,36549726
cg24815853,KLK12,19,51538416
cg24816298,PTH,11,13519025
cg24816455,SEMA3B,3,50310766
cg24816866,PACRG;PARK2,6,163149674
cg24817430,MESDC1,15,81294299
cg24818418,EGF,4,110834590
cg24818434,SLC25A44,1,156164011
cg24820250,CLEC2A,12,10084936
cg24820508,TXNDC6,3,138048370
cg24820809,MB,22,36019252
cg24821554,GUCY1B2,13,51639953
cg24822446,ZFAND3,6,37788018
cg24823993,NHP2L1,22,42085003
cg24824266,SV2B,15,91643655
cg24824840,SHANK1,19,51219975
cg24825722,ACADVL;DLG4,17,7121848
cg24826645,LAMP1,13,113952209
cg24826867,IRF8,16,85932853
cg24829483,C1QTNF7,4,15341641
cg24831427,COQ3,6,99842353
cg24832140,ZNF114,19,48774411
cg24833277,FAM83A,8,124194361
cg24834740,PPP1R16B,20,37434552
cg24835159,RNF43,17,56494554
cg24836175,BAT4;CSNK2B,6,31633040
cg24836583,HOMER3,19,19051747
cg24838010,SLC26A11;SGSH,17,78194695
cg24840099,MSX1,4,4864430
cg24841244,CD3D,11,118213330
cg24844534,C1QTNF1,17,77020267
cg24845207,DMRTB1,1,53924998
cg24847163,GABBR1,6,29600980
cg24847572,HSPA13,21,15755606
cg24849648,WNT16,7,120964019
cg24851490,RNASE2,14,21423769
cg24852661,GOLM1,9,88715131
cg24854010,WNT5B,12,1726033
cg24855780,TNKS1BP1,11,57089366
cg24856383,SIAH2,3,150480910
cg24856732,SCO2,22,50963486
cg24857117,PSMB5,14,23504316
cg24857545,ATP6AP1;GDI1,X,153664475
cg24858591,KIAA1143;KIF15,3,44803638
cg24859228,CAMK1D,10,12391835
cg24860534,CDC42BPA,1,227506868
cg24861272,ZEB1;LOC220930,10,31607153
cg24862483,CD300LG,17,41924501
cg24866437,ALPK1,4,113299007
cg24867501,MIOX,22,50925337
cg24868271,PLCD1,3,38070460
cg24868525,TRAPPC10,21,45431669
cg24870273,STK19;DOM3Z,6,31938891
cg24870391,CCL11,17,32612675
cg24871743,DIRAS3,1,68512650
cg24873414,KLHL26,19,18746981
cg24874111,ZNF562,19,9785727
cg24875415,CST4,20,23669470
cg24877842,TRAK1,3,42201898
cg24879335,TF,3,133465180
cg24879595,ARF6,14,50359859
cg24880821,TIGD1;EIF4E2,2,233415904
cg24881834,ME1,6,84140997
cg24883276,PSAP,10,73611008
cg24883732,TCEB3B;KATNAL2,18,44561725
cg24884084,SPRR1B,1,153003198
cg24886748,SLC12A7,5,1111731
cg24887211,C14orf166B,14,77292625
cg24888049,FES;FURIN,15,91426667
cg24889366,GNG13,16,850646
cg24889744,SPEF1,20,3761916
cg24890043,TMEM163,2,135476297
cg24890286,HIPK2,7,139317303
cg24890446,NAP1L4,11,3014169
cg24891133,C13orf33,13,31480335
cg24892074,PIGY,4,89444835
cg24892510,ZNF415,19,53636309
cg24893837,ARSB,5,78282099
cg24895052,MPP3,17,41909601
cg24896109,CYP51A1,7,91764007
cg24898753,FTH1,11,61735917
cg24898863,S100A8,1,153363580
cg24899750,SNRPB2,20,16710314
cg24901042,TMPRSS2,21,42880554
cg24901474,RGS5,1,163173040
cg24903376,STIL,1,47779661
cg24903794,EPRS,1,220220036
cg24904765,STAM2,2,153032743
cg24905739,FBXW8,12,117349196
cg24906202,NEO1,15,73345212
cg24906992,UQCC,20,33999761
cg24907852,ENOSF1,18,712250
cg24908058,CGB5,19,49547202
cg24908499,DLK2,6,43423540
cg24909445,SNORD27;SLC3A2;SNORD26;SNORD28;SNORD25;SNHG1,11,62623256
cg24909737,EBPL,13,50265408
cg24909975,WTAP,6,160147912
cg24910675,ENG,9,130616917
cg24911803,EIF3G,19,10230727
cg24912023,NCRNA00116,2,110979750
cg24912560,RBMXL2,11,7110561
cg24914244,RTN4IP1;QRSL1,6,107078674
cg24914860,CDK2;SILV,12,56360681
cg24916177,C13orf15,13,42031761
cg24917645,C20orf29,20,3801318
cg24919884,ARHGEF16,1,3380288
cg24919972,FYCO1,3,46037608
cg24920358,PPIE,1,40204285
cg24921089,AMPD3,11,10472840
cg24921858,BCL2L14,12,12223989
cg24922045,GAS2L2,17,34079987
cg24923526,SH3GL1,19,4400879
cg24924631,BCL2A1,15,80264696
cg24924779,KCNG1,20,49639998
cg24926042,KRT82,12,52799999
cg24926276,LRG1,19,4539943
cg24926780,OR10H2,19,15838895
cg24928161,SHBG,17,7533115
cg24928378,RND1,12,49259415
cg24928687,EPHX1,1,226012913
cg24929737,EFNB2,13,107188614
cg24929834,C22orf31,22,29457241
cg24930915,RAB26,16,2199120
cg24934431,CYP17A1,10,104597864
cg24935900,RAB11FIP5,2,73340724
cg24936630,DDX10,11,108535499
cg24937126,LAMB1,7,107643285
cg24937706,RB1,13,48877719
cg24938727,HHATL,3,42742993
cg24939733,CCDC89,11,85397684
cg24940601,KCNE4,2,223916952
cg24941797,CAPN10,2,241526520
cg24946133,JUN,1,59249665
cg24946408,PPP1R15A,19,49375720
cg24946544,C19orf51,19,55678059
cg24947394,USP33,1,78225121
cg24949049,TDRD3,13,61013241
cg24949344,ANO6;PLEKHA9,12,45609653
cg24949488,DNTT,10,98064362
cg24950749,SDCBP2,20,1310425
cg24951114,HAUS2;LRRC57,15,42841522
cg24956866,CALD1,7,134464129
cg24957950,PAK4,19,39616336
cg24958765,RAB4B,19,41283667
cg24959428,GBP6,1,89829951
cg24964364,BCAP31;ABCD1,X,152990795
cg24964368,FPR2,19,52264413
cg24965984,GPAM,10,113943723
cg24966460,TERF2IP;KARS,16,75682643
cg24968336,KCNK6,19,38810212
cg24968786,CCDC87;CCS,11,66360800
cg24970539,RPS6KA4,11,64126392
cg24971490,UTP23,8,117778891
cg24974130,RAD50,5,131893006
cg24974477,PLA2G12A,4,110650657
cg24974599,CFH,1,196620428
cg24975222,CDCP1,3,45187717
cg24975564,PDE3A,12,20522236
cg24975769,FXC1;ARFIP2,11,6502990
cg24975842,GNASAS;GNAS,20,57416221
cg24977027,THNSL2,2,88469347
cg24977709,SSSCA1,11,65337263
cg24979630,PPP1R12A,12,80329299
cg24980458,FOXP1,3,71632677
cg24980583,SSBP1;FLJ40852,7,141438448
cg24981018,ARC,8,143695376
cg24983959,RTN4RL2,11,57228377
cg24986572,ZNF193,6,28193283
cg24986868,PKP4;CCDC148,2,159312599
cg24987170,ADCK1,14,78266229
cg24987706,GPA33,1,167060788
cg24988345,SCHIP1,3,158991021
cg24989962,PTGDR,14,52734286
cg24990612,PDGFB,22,39641132
cg24991452,MAPK14,6,35996059
cg24993443,SNRPN,15,25123549
cg24994350,LATS1,6,150038700
cg24995240,SPATA1;GNG5,1,84971124
cg24995381,GPR141,7,37780156
cg24995798,ENKUR;THNSL1,10,25305002
cg24995836,GABRA3,X,151619390
cg24997562,OASL,12,121476720
cg24997944,KCNH8,3,19189709
cg24999727,HSD17B13,4,88243818
cg24999924,C20orf20,20,61428215
cg25000382,LOC652276,16,2653501
cg25003924,ARPP19,15,52861754
cg25004981,LASS3,15,101085028
cg25006823,TMEM229B,14,67982456
cg25007250,NOS3,7,150687712
cg25007680,PARK7,1,8021821
cg25010118,DSEL,18,65184398
cg25011395,CNTROB;TRAPPC1,17,7834607
cg25013053,UNC45B,17,33475031
cg25013058,,6,126102409
cg25013838,MYO18B,22,26137524
cg25013852,PGM1,1,64058941
cg25014318,GLP1R,6,39016776
cg25017250,APOC4,19,45445693
cg25017304,ARHGEF11,1,157015118
cg25017837,WDR25;WARS,14,100842311
cg25018329,E2F8,11,19262547
cg25018755,BIK,22,43506952
cg25018881,C9orf6;IKBKAP,9,111697645
cg25020204,DBH,9,136500234
cg25020459,COL6A1,21,47402144
cg25020850,RGS8,1,182642186
cg25021182,CELA2B,1,15802594
cg25021247,AMT;NICN1,3,49460162
cg25022327,TP53AIP1,11,128812462
cg25023057,ADIPOR1,1,202927475
cg25023245,AXIN1,16,401986
cg25023829,HSF2BP,21,44985491
cg25023941,QPRT,16,29690035
cg25023994,BANK1,4,102711773
cg25025866,PNPLA6;MCOLN1,19,7598787
cg25026013,TMEM93;TAX1BP3,17,3571884
cg25026754,PDCD7,15,65426128
cg25027167,DGAT1,8,145551031
cg25027501,GSTM3,1,110283223
cg25028542,ANLN;KIAA0895,7,36429120
cg25032865,,7,139170664
cg25033144,KIR3DX1,19,55048290
cg25033972,RIPK4,21,43188171
cg25033993,STX1B,16,31022372
cg25034557,PACS1,11,65838645
cg25040733,SPRY4,5,141704734
cg25040783,APPL1,3,57261306
cg25041148,ZSCAN22,19,58838420
cg25041439,HYLS1,11,125753110
cg25042226,PAX8;LOC440839,2,114036571
cg25043279,C7orf33,7,148287142
cg25044651,LVRN,5,115298720
cg25047001,GRIN2A,16,10277017
cg25047102,VKORC1,16,31106318
cg25047378,IPO13,1,44412582
cg25048564,HUNK,21,33244752
cg25050026,MFSD1,3,158519410
cg25053301,WDR13,X,48456550
cg25053891,TRIAP1;GATC,12,120883986
cg25053900,ARX,X,25033890
cg25054311,SLC26A2,5,149340861
cg25055403,NEDD8;GMPR2,14,24701388
cg25055477,NUDT3,6,34360916
cg25057743,PTH2R,2,209271505
cg25058957,RAX2,19,3771683
cg25059428,UBA1,X,47050029
cg25059436,CUGBP1,11,47574990
cg25059792,EIF3G,19,10230212
cg25059899,BCL2,18,60904328
cg25060020,SERTAD1,19,40932140
cg25060573,CCND1,11,69457121
cg25061755,STON1-GTF2A1L;STON1,2,48808114
cg25063710,BRWD3,X,80064750
cg25066857,GNLY,2,85921438
cg25067197,SLC39A11,17,71088707
cg25068445,TRAF2,9,139780417
cg25070010,MYRIP,3,39850621
cg25070480,PPHLN1;ZCRB1,12,42720070
cg25070637,SDC2,8,97505868
cg25071429,TEX13B,X,107225046
cg25072179,APLNR,11,57004934
cg25072962,MS4A15,11,60524575
cg25076881,OR10J1,1,159409836
cg25077654,PSMG1,21,40555395
cg25077752,ZNF57,19,2899864
cg25081201,FXYD4,10,43867071
cg25082710,IVL,1,152880108
cg25083781,HM13,20,30102296
cg25084220,03-Mar,5,126366197
cg25084525,NIPAL1,4,48019347
cg25084878,FBN2,5,127873711
cg25085950,ATP5J;GABPA,21,27108830
cg25086702,HMGB2,4,174255559
cg25086957,DCAF12L1,X,125686235
cg25087423,CXCR5,11,118754535
cg25088874,BMPR1B,4,95678817
cg25089231,UST,6,149067742
cg25092328,PXMP4,20,32308119
cg25092540,NUP188;DOLK,9,131708951
cg25093045,C4orf50,4,5990638
cg25094569,WT1,11,32448769
cg25094927,RANGAP1,22,41682102
cg25095380,PRDM5,4,121843207
cg25095612,NFKB2,10,104155650
cg25095814,CASP8,2,202098016
cg25095951,RPS26,12,56435247
cg25096582,CFL2,14,35183928
cg25097436,RTN1,14,60336972
cg25097676,ARHGAP19,10,99051975
cg25098095,VTA1,6,142468318
cg25098401,LCE2B,1,152658407
cg25098644,SUZ12,17,30263762
cg25100404,AP1S2,X,15873481
cg25101056,KCNG4,16,84273997
cg25101936,ZBTB16,11,113929164
cg25103286,PBRM1,3,52583646
cg25104030,RASGEF1A,10,43761841
cg25104511,RAPGEFL1,17,38333503
cg25106358,CLDN20;TFB1M,6,155585396
cg25106814,C9orf82,9,26892479
cg25107791,CLPS,6,35764958
cg25107978,MBD6,12,57916571
cg25109024,DDX21,10,70716026
cg25110234,C21orf58;PCNT,21,47744248
cg25111781,MRPS16,10,75012591
cg25112044,CDK7,5,68530979
cg25112191,RORC,1,151804260
cg25112853,CHEK2;HSCB,22,29136685
cg25115460,TP73,1,3607110
cg25117362,TMEM180,10,104221598
cg25117976,UGDH,4,39529365
cg25118574,PSMB7,9,127177646
cg25119415,MNDA,1,158799935
cg25122941,VPS39,15,42500342
cg25123470,KCNIP2,10,103603722
cg25124030,MRPL48,11,73498278
cg25124223,NUP43,6,150067614
cg25124433,KRT20,17,39041110
cg25125453,SPTLC3,20,12989844
cg25126052,INTS4,11,77705488
cg25126812,ACTN1,14,69445989
cg25128803,SLC16A1,1,113499074
cg25130333,CD99L2,X,150067942
cg25131727,PTS,11,112097212
cg25132078,PFDN1,5,139682347
cg25133016,PIP4K2C,12,57984719
cg25133685,OR2W1,6,29013336
cg25133753,WFDC11,20,44299726
cg25134071,KLK9;KLK8,19,51506362
cg25136045,SDCCAG10;SFRS12IP1,5,64064759
cg25136310,RPL36,19,5690528
cg25136687,REV3L,6,111805186
cg25138936,SNORD42B;RPL23A,17,27046990
cg25139619,MIR17HG,13,91999408
cg25140370,IRF4,6,391114
cg25140501,ACIN1;C14orf119,14,23564641
cg25140571,OXTR,3,8811437
cg25141490,IL17B,5,148759090
cg25141674,C6orf155,6,72130689
cg25141720,GAS1,9,89561826
cg25141995,VDAC1,5,133341459
cg25142416,CA1,8,86290219
cg25145670,HOXB4,17,46655164
cg25148589,GRIA2,4,158141936
cg25149155,BCL2L2,14,23775777
cg25149927,SSH1,12,109250901
cg25151295,IPO5,13,98605857
cg25151806,ELOVL2,6,11045370
cg25152348,NCAPH2;LMF2,22,50946712
cg25152631,SLC25A36,3,140660955
cg25152942,MIA,19,41281080
cg25153340,RTKN2,10,64029004
cg25156443,SFRP5,10,99531929
cg25157408,HAO1,20,7921059
cg25157874,QKI,6,163835117
cg25159539,FEM1B,15,68570818
cg25159610,PLK2,5,57756802
